Johnny,Rogers,jrogers0@psu.edu,Cameroon,Male,Kumba,Browsebug,87579.77,XAF
Justin,Peters,jpeters1d@google.co.jp,Poland,Male,Wieniawa,Riffpath,89509.43,PLN
Kathleen,White,kwhite1e@google.nl,Ukraine,Female,Tukhlya,Oyoyo,,UAH
Jane,Morrison,jmorrison1f@canalblog.com,Guatemala,Female,San Vicente Pacaya,Babbleset,53229.29,GTQ
Nicholas,Boyd,nboyd1g@japanpost.jp,Philippines,Male,Causip,Geba,,PHP
Philip,Wallace,pwallace1h@wsj.com,Sudan,Male,Kassala,Twitterwire,,SDG
Julie,Banks,jbanks1i@auda.org.au,Lebanon,Female,Batroûn,Kazu,34531.10,LBP
Jessica,Stanley,jstanley1j@homestead.com,China,Female,Wantian,Roodel,21038.02,CNY
Marie,Payne,mpayne1k@xrea.com,Armenia,Female,Alaverdi,Avavee,77286.32,AMD
Chris,Mendoza,cmendoza1l@ifeng.com,Botswana,Male,Molepolole,Eabox,48144.45,BWP
Rachel,White,rwhite1m@i2i.jp,Brazil,Female,Rio Preto da Eva,Devpoint,37795.01,BRL
Helen,Rice,hrice1n@google.cn,China,Female,Shache,Youbridge,,CNY
Rose,Morgan,rmorgan1o@tumblr.com,Indonesia,Female,Putrajawa,Yozio,89303.26,IDR
Judith,Porter,jporter1p@cnn.com,Tunisia,Female,Douz,Jayo,63989.41,TND
Carl,Wallace,cwallace1q@friendfeed.com,China,Male,Gaohong,Kwilith,,CNY
Douglas,Morris,dmorris1r@behance.net,China,Male,Jiangwan,Dabshots,83784.63,CNY
Willie,Bennett,wbennett1s@digg.com,China,Male,Wenheng,Cogibox,8024.86,CNY
Jacqueline,Ortiz,jortiz1t@naver.com,Indonesia,Female,Krajan Satu,Skajo,28496.40,IDR
Juan,Washington,jwashington1u@wiley.com,Brazil,Male,Pôsto Fiscal Rolim de Moura,Dynabox,38936.44,BRL
Diane,Ray,dray1v@delicious.com,Argentina,Female,General La Madrid,Devpulse,79086.75,ARS
Eric,Sanchez,esanchez1w@pinterest.com,United States,Male,Carson City,Yamia,10947.76,USD
Philip,Porter,pporter1x@aol.com,Niger,Male,Dogondoutchi,Jabbersphere,40280.52,XOF
Edward,Campbell,ecampbell1y@taobao.com,Sweden,Male,Södertälje,Shufflester,87219.87,SEK
Kevin,Alvarez,kalvarez1z@time.com,Indonesia,Male,Kahabe,Zoomlounge,88917.22,IDR
Diana,Chavez,dchavez20@youku.com,Indonesia,Female,Rancanyenang,Gevee,20668.40,IDR
Susan,Howard,showard21@t.co,United States,Female,Knoxville,Photolist,34456.79,USD
Edward,Lewis,elewis22@mlb.com,Russia,Male,Mgachi,Rhybox,29117.08,RUB
Edward,Greene,egreene23@redcross.org,Ecuador,Male,Babahoyo,Demizz,71622.65,USD
Justin,Flores,jflores24@naver.com,Russia,Male,Rudnichnyy,Feedbug,97806.82,RUB
Catherine,Owens,cowens25@msn.com,Indonesia,Female,Cihurip Satu,Shuffledrive,65624.51,IDR
Rose,Wright,rwright26@etsy.com,Indonesia,Female,Baun,Centizu,76544.78,IDR
Marie,Day,mday27@webmd.com,Brazil,Female,Rio Piracicaba,Twinte,,BRL
Helen,Garrett,hgarrett28@virginia.edu,Belarus,Female,Khalopyenichy,Meevee,89111.79,BYR
Heather,James,hjames29@unicef.org,Russia,Female,Vladimirskaya,Zooxo,19069.31,RUB
Bobby,Cruz,bcruz2a@tumblr.com,Canada,Male,Labrador City,Avamba,64378.81,CAD
Jimmy,Kennedy,jkennedy2b@topsy.com,Botswana,Male,Lokwabe,Voolia,94610.73,BWP
Russell,Evans,revans2c@eventbrite.com,Czech Republic,Male,Lípa,Jabbercube,7826.68,CZK
Mark,Nelson,mnelson2d@go.com,Philippines,Male,Songculan,Avamba,84041.02,PHP
Charles,Mendoza,cmendoza2e@storify.com,Guatemala,Male,San Juan Ermita,Teklist,78902.73,GTQ
Craig,Smith,csmith2f@archive.org,Nigeria,Male,Oyo,Agivu,20941.61,NGN
Sharon,Cunningham,scunningham2g@twitter.com,Poland,Female,Tworków,Dynabox,,PLN
Aaron,Morrison,amorrison2h@tumblr.com,Sweden,Male,Borås,Skibox,77352.96,SEK
Marilyn,Bowman,mbowman2i@discuz.net,Philippines,Female,Cortez,Jaloo,40389.62,PHP
Kenneth,Webb,kwebb2j@pbs.org,Peru,Male,Andahuaylillas,Zoomzone,34745.06,PEN
Melissa,Gonzales,mgonzales2k@google.de,Bosnia and Herzegovina,Female,Tomislavgrad,Twiyo,60443.81,BAM
Jennifer,Coleman,jcoleman2l@ning.com,Russia,Female,Baraba,Gigazoom,47897.89,RUB
Jennifer,Stephens,jstephens2m@huffingtonpost.com,China,Female,Yuefeng,Bluejam,53426.01,CNY
Carol,Dean,cdean2n@chron.com,France,Female,Montpellier,Demivee,81515.64,EUR
Aaron,Carpenter,acarpenter2o@hc360.com,Canada,Male,Woodstock,Quinu,23337.84,CAD
Ashley,Armstrong,aarmstrong2p@facebook.com,United States,Female,Columbus,Roodel,40396.39,USD
Harold,Jacobs,hjacobs2q@zimbio.com,Honduras,Male,San Marcos de Colón,Tagcat,72369.47,HNL
Aaron,Stanley,astanley2r@ucoz.ru,New Zealand,Male,Waitangi,Myworks,11638.12,NZD
Walter,White,wwhite2s@ihg.com,Philippines,Male,Santa Catalina,Pixope,16916.44,PHP
Jeremy,Scott,jscott2t@eventbrite.com,Ukraine,Male,Velykyy Klyuchiv,Vimbo,83186.76,UAH
Robert,Armstrong,rarmstrong2u@mapy.cz,Honduras,Male,Joconal,Tekfly,57896.92,HNL
Brenda,Martin,bmartin2v@meetup.com,China,Female,Longmen,Fatz,28627.13,CNY
Keith,Robertson,krobertson2w@sourceforge.net,Kuwait,Male,Ar Rumaythīyah,Tagpad,24477.14,KWD
Stephanie,Powell,spowell2x@imdb.com,Uzbekistan,Female,Yaypan,Chatterpoint,30025.02,UZS
Cheryl,Washington,cwashington2y@elegantthemes.com,New Zealand,Female,Westport,Skyba,56644.89,NZD
George,Cook,gcook2z@buzzfeed.com,Kenya,Male,Molo,Topiclounge,4800.15,KES
Catherine,Lawson,clawson30@t.co,China,Female,Changqi,Shufflester,95967.68,CNY
Jessica,Miller,jmiller31@yahoo.co.jp,Indonesia,Female,Sembung,LiveZ,48025.80,IDR
Brandon,Andrews,bandrews32@exblog.jp,Indonesia,Male,Lairoka,Wikizz,,IDR
Matthew,Martinez,mmartinez33@github.io,Portugal,Male,Cercal,Vidoo,93879.09,EUR
Andrew,Ryan,aryan34@wisc.edu,Indonesia,Male,Satowebrang,Eimbee,29179.97,IDR
Heather,Lynch,hlynch35@sohu.com,Uzbekistan,Female,Beruniy,Tagopia,45641.66,UZS
Amy,Greene,agreene36@woothemes.com,Indonesia,Female,Sukasenang,Pixope,22430.96,IDR
Antonio,Oliver,aoliver37@prlog.org,China,Male,Qiaozi,Wordpedia,41516.80,CNY
Jerry,Lawson,jlawson38@discovery.com,Indonesia,Male,Boncong,Divanoodle,28960.14,IDR
Ruth,Boyd,rboyd39@shinystat.com,Colombia,Female,Belén de Umbría,Izio,,COP
Brian,Banks,bbanks3a@icq.com,China,Male,Yuanba,Brainsphere,33462.47,CNY
Fred,Franklin,ffranklin3b@about.me,China,Male,Baoxing,Pixope,71356.18,CNY
Douglas,Davis,ddavis3c@usatoday.com,China,Male,Lianshi,Yodo,,CNY
Carolyn,Morris,cmorris3d@jalbum.net,Palestinian Territory,Female,Dayr as Sūdān,Devbug,92513.09,ILS
John,Hill,jhill3e@reddit.com,Philippines,Male,Cabarroguis,Yakijo,,PHP
Nancy,Hicks,nhicks3f@nhs.uk,China,Female,Yunxiang,Youbridge,56331.23,CNY
Gary,Garrett,ggarrett3g@census.gov,Kazakhstan,Male,Ognevka,Jetpulse,,KZT
Douglas,Martin,dmartin3h@4shared.com,Philippines,Male,Iraray,Flashspan,43502.15,PHP
Paul,Marshall,pmarshall3i@sphinn.com,Portugal,Male,Pegões,Tekfly,23166.07,EUR
Ernest,Hanson,ehanson3j@wsj.com,Philippines,Male,San Juan,Oyoyo,8884.44,PHP
Jean,Walker,jwalker3k@go.com,Czech Republic,Female,Líně,Avamm,5821.79,CZK
Janice,Alvarez,jalvarez3l@cyberchimps.com,Russia,Female,Novopavlovsk,Aimbo,68363.19,RUB
Heather,Tucker,htucker3m@bloglines.com,Russia,Female,Vnukovo,Fatz,75704.44,RUB
Doris,Hughes,dhughes3n@macromedia.com,Uruguay,Female,Punta del Este,Photofeed,78674.45,UYU
Judy,Alvarez,jalvarez3o@posterous.com,Indonesia,Female,Mekarsari,Photofeed,,IDR
Benjamin,Myers,bmyers3p@usa.gov,Peru,Male,Perené,Brainlounge,16825.30,PEN
Louise,Bishop,lbishop3q@army.mil,Tajikistan,Female,Khŭjand,Kaymbo,45399.85,TJS
Nicholas,White,nwhite3r@godaddy.com,Latvia,Male,Murmuiža,Skivee,56846.57,EUR
Ronald,Reid,rreid3s@1und1.de,France,Male,Paris 07,Npath,23155.58,EUR
Ralph,Henry,rhenry3t@php.net,Germany,Male,Stuttgart,Thoughtblab,80341.22,EUR
Ruby,Wells,rwells3u@fc2.com,China,Female,Yuqi,Dabtype,,CNY
Thomas,Bishop,tbishop3v@paypal.com,Brazil,Male,Herval,Meejo,56637.75,BRL
Gerald,Montgomery,gmontgomery3w@ted.com,China,Male,Qingshandi,Topicware,61599.62,CNY
Henry,Martinez,hmartinez3x@cocolog-nifty.com,France,Male,Lyon,Zoomcast,16053.86,EUR
Angela,Robertson,arobertson3y@spiegel.de,United States,Female,Torrance,Oyoloo,57462.98,USD
Jean,Hamilton,jhamilton3z@scribd.com,Finland,Female,Tuusula,Skimia,,EUR
Michael,Mason,mmason40@nps.gov,Ukraine,Male,Tysmenytsya,Zoonder,60740.48,UAH
Arthur,Taylor,ataylor41@ca.gov,France,Male,Soisy-sous-Montmorency,Demivee,24961.43,EUR
Sharon,Harris,sharris42@godaddy.com,China,Female,Xinxu,Skinder,50912.90,CNY
Julia,Wood,jwood43@japanpost.jp,Kiribati,Female,Banana Village,Wikido,,AUD
Carolyn,Evans,cevans44@geocities.com,Ethiopia,Female,Jīma,Voomm,,ETB
Rose,Anderson,randerson45@ebay.co.uk,China,Female,Simajia,Mydeo,94082.65,CNY
Teresa,Reyes,treyes46@microsoft.com,Maldives,Female,Fuvahmulah,Skimia,41586.30,MVR
Heather,Romero,hromero47@123-reg.co.uk,Philippines,Female,Binlod,Photobug,,PHP
Jane,Adams,jadams48@constantcontact.com,Sweden,Female,Lidköping,Kwimbee,86897.33,SEK
Rose,Montgomery,rmontgomery49@rediff.com,Morocco,Female,Tizguine,Tanoodle,14839.97,MAD
Rebecca,Vasquez,rvasquez4a@bbb.org,Philippines,Female,Abilay,Thoughtstorm,54857.67,PHP
Fred,Hansen,fhansen4b@istockphoto.com,Philippines,Male,Badian,Eimbee,29424.21,PHP
Wanda,Simmons,wsimmons4c@dell.com,Cuba,Female,Niquero,Oyoba,37536.76,CUP
Alan,Oliver,aoliver4d@t-online.de,Honduras,Male,Vallecillo,Brightdog,,HNL
Nancy,Griffin,ngriffin4e@goo.ne.jp,Thailand,Female,Thung Song,Izio,58807.18,THB
Christopher,Medina,cmedina4f@wordpress.com,Bulgaria,Male,Gorichevo,Realcube,,BGN
Jeremy,Griffin,jgriffin4g@geocities.jp,Brazil,Male,Seabra,Npath,53460.66,BRL
Albert,Wallace,awallace4h@1und1.de,Croatia,Male,Fažana,Brainbox,25068.53,HRK
Rebecca,Willis,rwillis4i@opera.com,Portugal,Female,Casal de Cambra,Jabbercube,63603.99,EUR
Tina,Howard,thoward4j@booking.com,New Caledonia,Female,Nouméa,Shuffledrive,37529.78,XPF
Craig,Chapman,cchapman4k@mac.com,Brazil,Male,Poá,Dazzlesphere,65697.77,BRL
Joseph,Lawson,jlawson4l@g.co,China,Male,Dashahe,Oyope,39816.87,CNY
Theresa,Phillips,tphillips4m@redcross.org,Brazil,Female,Gravatá,Voolia,91516.42,BRL
Ryan,Flores,rflores4n@ca.gov,Russia,Male,Neya,Meejo,2846.96,RUB
Kevin,Moore,kmoore4o@over-blog.com,Indonesia,Male,Timahankrajan,Divanoodle,,IDR
Keith,James,kjames4p@google.pl,Macedonia,Male,Извор,Flipopia,40720.90,MKD
Evelyn,Thompson,ethompson4q@cnn.com,Indonesia,Female,Klapagading,Eayo,64203.80,IDR
Peter,Jackson,pjackson4r@prnewswire.com,Vietnam,Male,Chợ Mới,Avamm,31705.87,VND
Marie,Smith,msmith4s@example.com,Brazil,Female,Cupira,Ooba,38795.49,BRL
David,Rice,drice4t@mac.com,Greece,Male,Kos,Devbug,47323.88,EUR
Charles,Marshall,cmarshall4u@telegraph.co.uk,China,Male,Tayuan,Rhyloo,65765.06,CNY
Ernest,Perez,eperez4v@uol.com.br,Indonesia,Male,Kemiri,Kazu,3923.54,IDR
Helen,Harper,hharper4w@hao123.com,Portugal,Female,Sobral da Abelheira,Buzzster,10408.88,EUR
Katherine,Richards,krichards4x@google.co.uk,Argentina,Female,Alejo Ledesma,Skinix,28545.60,ARS
Douglas,Baker,dbaker4y@whitehouse.gov,Mexico,Male,El Paraiso,Skalith,70937.49,MXN
Dorothy,Burton,dburton4z@technorati.com,Iceland,Female,Neskaupstaður,Jaxworks,55503.66,ISK
Frank,Ramirez,framirez50@dedecms.com,United States,Male,Washington,Flipbug,58779.67,USD
Timothy,Hill,thill51@yelp.com,Russia,Male,Malakhovka,Babbleopia,27618.78,RUB
Charles,Lawson,clawson52@nydailynews.com,Tanzania,Male,Nzega,Twitterbeat,45070.43,TZS
Gloria,Warren,gwarren53@sourceforge.net,China,Female,Aqqan,Mycat,5888.15,CNY
Nancy,Henry,nhenry54@google.es,Russia,Female,Voskresensk,Brightdog,49885.39,RUB
Eric,Dunn,edunn55@purevolume.com,Kenya,Male,Kilifi,Zooxo,83278.49,KES
Patricia,Dunn,pdunn56@gizmodo.com,Russia,Female,Admiralteisky,Yombu,14381.92,RUB
Todd,Martin,tmartin57@sina.com.cn,Indonesia,Male,Gudang,Tambee,,IDR
Arthur,Woods,awoods58@cmu.edu,Indonesia,Male,Pamungguan,Blogtag,92803.43,IDR
Lisa,Graham,lgraham59@cbc.ca,Russia,Female,Petukhovo,Cogidoo,45726.22,RUB
Frank,Ray,fray5a@ihg.com,Poland,Male,Gilowice,Plajo,,PLN
Howard,Robertson,hrobertson5b@vimeo.com,Sweden,Male,Östersund,Twiyo,85931.44,SEK
Rebecca,Murray,rmurray5c@omniture.com,Croatia,Female,Virje,Realblab,84759.65,HRK
Keith,Hamilton,khamilton5d@de.vu,China,Male,Hujia,Mydeo,36259.84,CNY
Samuel,Palmer,spalmer5e@cdbaby.com,El Salvador,Male,Zacatecoluca,Twiyo,49351.34,USD
Shawn,Rogers,srogers5f@jiathis.com,Russia,Male,Vetluga,Tagcat,,RUB
Walter,Chapman,wchapman5g@networksolutions.com,Indonesia,Male,Caloue,Twitterworks,64137.04,IDR
Donald,Kennedy,dkennedy5h@weather.com,Ukraine,Male,Lazi,Centizu,61422.54,UAH
Bobby,Schmidt,bschmidt5i@google.com.br,Brazil,Male,Ribeirão das Neves,Wikivu,80343.84,BRL
Carl,Oliver,coliver5j@opensource.org,China,Male,Cihua,Meejo,,CNY
Nicholas,Hanson,nhanson5k@taobao.com,El Salvador,Male,Berlín,Tekfly,16957.16,USD
Katherine,Owens,kowens5l@cmu.edu,Czech Republic,Female,Nové Město pod Smrkem,Wikizz,41284.67,CZK
Annie,Fox,afox5m@yahoo.com,Indonesia,Female,Penang,Meeveo,83349.72,IDR
Cynthia,Lynch,clynch5n@qq.com,Colombia,Female,Dos Quebradas,Browseblab,1891.82,COP
Norma,Meyer,nmeyer5o@webeden.co.uk,Philippines,Female,Santiago,Dabjam,74132.57,PHP
Martin,Moreno,mmoreno5p@bravesites.com,Jordan,Male,Ma'an,Gabtune,34843.17,JOD
Lillian,Freeman,lfreeman5q@woothemes.com,Mauritius,Female,Albion,Skalith,32845.64,MUR
Anne,Pierce,apierce5r@usatoday.com,Poland,Female,Mstów,Quamba,86294.06,PLN
Brandon,Greene,bgreene5s@goo.ne.jp,Venezuela,Male,Santa Cruz de Guacas,Eayo,15401.10,VEF
Jean,Andrews,jandrews5t@lulu.com,Japan,Female,Inazawa,Zoozzy,91790.97,JPY
Ann,Knight,aknight5u@thetimes.co.uk,Denmark,Female,København,Yabox,,DKK
Pamela,Lewis,plewis5v@bbb.org,Albania,Female,Zall-Dardhë,Pixope,24212.45,ALL
Frank,Welch,fwelch5w@soundcloud.com,Ukraine,Male,Pniv,Voolia,68880.19,UAH
Joan,Stanley,jstanley5x@timesonline.co.uk,Indonesia,Female,Bijaepasu,Eidel,52831.57,IDR
Ronald,Hall,rhall5y@bbb.org,Kyrgyzstan,Male,Tokmok,Quamba,,KGS
Nicholas,Jones,njones5z@businessweek.com,China,Male,Shaxi,Ooba,55774.03,CNY
Carol,Bowman,cbowman60@vkontakte.ru,Indonesia,Female,Pomahan,Tavu,77272.92,IDR
Gerald,Schmidt,gschmidt61@scientificamerican.com,China,Male,Saga,Devbug,,CNY
Doris,Garza,dgarza62@adobe.com,Sweden,Female,Robertsfors,Kare,12049.96,SEK
Mildred,Lee,mlee63@ning.com,Lithuania,Female,Vilkaviskis,Yodel,87072.62,LTL
Aaron,Mcdonald,amcdonald64@uiuc.edu,Ukraine,Male,Shchastya,Realbridge,47012.23,UAH
Christine,Gutierrez,cgutierrez65@businessinsider.com,China,Female,Shuhong,Flashpoint,81793.23,CNY
Jimmy,Powell,jpowell66@tuttocitta.it,Russia,Male,Bichura,Eire,99312.44,RUB
Cheryl,Wallace,cwallace67@phoca.cz,Greece,Female,Áno Kopanákion,Riffpath,30317.15,EUR
Kenneth,Bishop,kbishop68@deliciousdays.com,Indonesia,Male,Batulawang,Dabshots,87309.13,IDR
Judith,Fox,jfox69@creativecommons.org,Burkina Faso,Female,Dori,Cogidoo,24713.44,XOF
Larry,Hamilton,lhamilton6a@squidoo.com,Thailand,Male,Wan Yai,Ntag,35167.85,THB
Tina,Burns,tburns6b@berkeley.edu,Russia,Female,Yubileyny,Realmix,8469.57,RUB
Victor,Garza,vgarza6c@quantcast.com,China,Male,Fufang,Nlounge,17407.42,CNY
Robert,Hudson,rhudson6d@stanford.edu,Brazil,Male,Pelotas,Browseblab,93451.56,BRL
Gloria,Little,glittle6e@yellowbook.com,Russia,Female,Choya,Dynabox,3728.26,RUB
Sandra,Fields,sfields6f@netscape.com,Vietnam,Female,Thị Trấn Quảng Uyên,Agivu,89239.18,VND
Richard,Mason,rmason6g@zimbio.com,Russia,Male,Novonikol’sk,Gigashots,93886.83,RUB
Gloria,Stewart,gstewart6h@whitehouse.gov,Greece,Female,Galatás,Vimbo,26382.17,EUR
Terry,Barnes,tbarnes6i@goo.ne.jp,Russia,Male,Puksoozero,Babbleopia,83235.82,RUB
Janice,Roberts,jroberts6j@hatena.ne.jp,China,Female,Huangsangkou,Voonix,,CNY
Larry,Simpson,lsimpson6k@skype.com,Iran,Male,Shāzand,Dynava,80370.73,IRR
Diane,Ford,dford6l@wikia.com,Mexico,Female,Guadalupe,Feedspan,99306.06,MXN
David,Robertson,drobertson6m@creativecommons.org,China,Male,Shuangxi,Brightdog,41654.49,CNY
Bonnie,Frazier,bfrazier6n@angelfire.com,China,Female,Hengxianhe,Realblab,71629.25,CNY
Roger,Price,rprice6o@squarespace.com,Brazil,Male,Forquilhinha,Centizu,80265.27,BRL
Patrick,Cunningham,pcunningham6p@comcast.net,Indonesia,Male,Sakerta Timur,Vinder,40131.28,IDR
Henry,Hayes,hhayes6q@google.com.hk,El Salvador,Male,Concepción de Ataco,Skynoodle,47921.06,USD
Thomas,Carroll,tcarroll6r@earthlink.net,France,Male,Caen,Demimbu,53794.86,EUR
Todd,Baker,tbaker6s@studiopress.com,Indonesia,Male,Wailolung,Leexo,3939.62,IDR
Ashley,Harper,aharper6t@cargocollective.com,Indonesia,Female,Pulosari,Trunyx,83167.96,IDR
Jason,Montgomery,jmontgomery6u@disqus.com,Senegal,Male,Thiès Nones,Zooveo,505.48,XOF
Lisa,Mills,lmills6v@mail.ru,Bosnia and Herzegovina,Female,Bosanski Novi,Jabberstorm,57806.72,BAM
Jimmy,Hamilton,jhamilton6w@europa.eu,China,Male,Dongshui,Dablist,20193.67,CNY
Terry,Fuller,tfuller6x@epa.gov,China,Male,Fusheng,Centizu,,CNY
Phillip,Dunn,pdunn6y@fda.gov,Vietnam,Male,Buôn Ma Thuột,Fivebridge,38819.11,VND
Victor,Hayes,vhayes6z@usnews.com,Russia,Male,Prokhladnyy,Dabshots,51276.20,RUB
Russell,Dean,rdean70@mediafire.com,Portugal,Male,Corvite,Livepath,38084.75,EUR
Kathryn,Bryant,kbryant71@netvibes.com,Myanmar,Female,Pyay,Kare,77222.79,MMK
Aaron,Palmer,apalmer72@mediafire.com,China,Male,Tuzhai,Pixope,15729.21,CNY
Maria,Carpenter,mcarpenter73@mozilla.org,Brazil,Female,Arari,Dazzlesphere,48368.39,BRL
Paula,Evans,pevans74@istockphoto.com,Uzbekistan,Female,Chinoz,Photobug,,UZS
William,Reyes,wreyes75@bandcamp.com,Argentina,Male,Deán Funes,Photolist,45850.98,ARS
Catherine,Kennedy,ckennedy76@pcworld.com,France,Female,Bordeaux,Oloo,82610.88,EUR
Shawn,Arnold,sarnold77@google.com.hk,Sweden,Male,Växjö,Thoughtstorm,,SEK
Todd,Hamilton,thamilton78@apache.org,Brazil,Male,Jarinu,Yoveo,91504.88,BRL
Amy,Fields,afields79@mlb.com,Indonesia,Female,Tunjuk Selatan,Pixonyx,44761.92,IDR
Lawrence,Parker,lparker7a@linkedin.com,Mexico,Male,Independencia,Gigaclub,11977.14,MXN
Julia,Reyes,jreyes7b@furl.net,Sweden,Female,Åkersberga,Realbridge,82050.74,SEK
Timothy,Carpenter,tcarpenter7c@hibu.com,Philippines,Male,Banaybanay,Shufflester,84623.84,PHP
Ruth,Hudson,rhudson7d@rambler.ru,Brazil,Female,Álvares Machado,Topicstorm,92066.45,BRL
Jane,Burns,jburns7e@nationalgeographic.com,Russia,Female,Starominskaya,Bluezoom,31447.95,RUB
Anthony,Watson,awatson7f@meetup.com,Poland,Male,Dukla,Edgeblab,90650.27,PLN
Debra,Black,dblack7g@smugmug.com,Sweden,Female,Västervik,Jazzy,79384.65,SEK
Jose,Lawrence,jlawrence7h@squarespace.com,Egypt,Male,Quwaysinā,Dabjam,34216.36,EGP
Wanda,Russell,wrussell7i@twitpic.com,Ukraine,Female,Komyshany,Browsebug,,UAH
Jerry,Fernandez,jfernandez7j@hatena.ne.jp,China,Male,Honghuatao,Blognation,62716.05,CNY
Patrick,Kim,pkim7k@fema.gov,Thailand,Male,Mae Chan,Vimbo,42852.21,THB
Walter,Graham,wgraham7l@amazon.de,Mexico,Male,Lindavista,Gigaclub,64690.92,MXN
