Doris,Mason,dmason0@angelfire.com,China,Female,Qionghu,Voolith,61450.18,CNY
Sara,Howell,showellq@arizona.edu,China,Female,Shi’ao,Babbleset,44903.31,CNY
Carlos,Brown,cbrownr@upenn.edu,Thailand,Male,Wichit,Browseblab,82390.78,THB
Jessica,Murray,jmurrays@flickr.com,Indonesia,Female,Krajan Selatan,Yambee,,IDR
Melissa,Sullivan,msullivant@tinypic.com,Cuba,Female,Moa,Linklinks,67044.39,CUP
Raymond,Berry,rberryu@cbslocal.com,Russia,Male,Silikatnyy,Kwilith,8087.53,RUB
Irene,Scott,iscottv@joomla.org,Peru,Female,Quivilla,Riffpedia,85542.13,PEN
Willie,Gomez,wgomezw@rambler.ru,Russia,Male,Nagornyy,Zazio,50529.68,RUB
Laura,Diaz,ldiazx@slideshare.net,Greece,Female,Stamáta,Shufflebeat,,EUR
Jesse,Kim,jkimy@statcounter.com,Moldova,Male,Biruinţa,Youopia,85772.76,MDL
Earl,Chavez,echavezz@google.nl,Hungary,Male,Szolnok,Yozio,43353.23,HUF
Maria,Watkins,mwatkins10@china.com.cn,Mexico,Female,Benito Juarez,Fatz,53326.64,MXN
Kelly,Wright,kwright11@cdbaby.com,Guyana,Female,Lethem,Kimia,84981.49,GYD
Jesse,Torres,jtorres12@hc360.com,China,Male,Hetang,Photojam,47444.16,CNY
Chris,James,cjames13@skype.com,Czech Republic,Male,Nové Město pod Smrkem,Thoughtmix,4900.13,CZK
Harry,Banks,hbanks14@irs.gov,Portugal,Male,Toutosa,Edgeclub,25809.42,EUR
Mark,Ray,mray15@ftc.gov,Pakistan,Male,Nowshera,Tekfly,35880.56,PKR
Sara,Chapman,schapman16@harvard.edu,Portugal,Female,Chafé,Thoughtmix,99798.17,EUR
Betty,Hall,bhall17@smugmug.com,China,Female,Liujiagou,Rhynoodle,7429.07,CNY
Harry,Ryan,hryan18@storify.com,Indonesia,Male,Sampit,Gabtype,72172.80,IDR
Kathryn,Harris,kharris19@com.com,Indonesia,Female,Wasior,Linkbuzz,65199.68,IDR
Raymond,Harvey,rharvey1a@yale.edu,Morocco,Male,Taroudant,Yakidoo,44624.18,MAD
Arthur,Lee,alee1b@istockphoto.com,South Africa,Male,Delareyville,Camimbo,85516.56,ZAR
Jack,Thompson,jthompson1c@facebook.com,Philippines,Male,Manolo Fortich,Demimbu,31614.44,PHP
Andrew,Williamson,awilliamson1d@google.ru,Burkina Faso,Male,Dédougou,Babbleblab,23947.09,XOF
Victor,Jenkins,vjenkins1e@apple.com,Indonesia,Male,Losari,Topicware,89429.31,IDR
Andrew,Oliver,aoliver1f@wordpress.com,Brazil,Male,Capão da Canoa,Viva,57452.37,BRL
Shawn,James,sjames1g@360.cn,China,Male,Gurinai,Twitterbeat,14254.43,CNY
Kathleen,Watkins,kwatkins1h@angelfire.com,China,Female,Zhangdan,Omba,13318.39,CNY
Justin,Chavez,jchavez1i@chron.com,Saint Kitts and Nevis,Male,Nicola Town,Photobug,47703.01,XCD
Tina,Miller,tmiller1j@clickbank.net,Indonesia,Female,Sidomulyo Kulon,Skinte,42888.95,IDR
Ronald,Ryan,rryan1k@auda.org.au,China,Male,Nancheng,Vipe,58569.64,CNY
Nicole,Wood,nwood1l@creativecommons.org,Russia,Female,Zheleznogorsk-Ilimskiy,Photolist,95566.28,RUB
Johnny,Taylor,jtaylor1m@fc2.com,France,Male,Rungis,Gigashots,8125.10,EUR
Dorothy,Diaz,ddiaz1n@soundcloud.com,Philippines,Female,Jarigue,Skiba,4351.25,PHP
Philip,Robertson,probertson1o@zimbio.com,Indonesia,Male,Merdeka,Blogtag,96100.48,IDR
Joshua,Wilson,jwilson1p@sfgate.com,Antigua and Barbuda,Male,Piggotts,Livetube,46422.38,XCD
Jeremy,Lee,jlee1q@blog.com,Russia,Male,Kharlu,Edgeblab,,RUB
Larry,Jacobs,ljacobs1r@eepurl.com,Russia,Male,Kstovo,Dynava,,RUB
David,Sanchez,dsanchez1s@yahoo.com,Croatia,Male,Suhopolje,Browsezoom,67032.34,HRK
Rose,Howard,rhoward1t@miitbeian.gov.cn,Indonesia,Female,Noenoni,Eadel,52064.33,IDR
Kelly,Edwards,kedwards1u@pagesperso-orange.fr,Canada,Female,Maple Ridge,Agivu,4333.73,CAD
Kevin,Ryan,kryan1v@springer.com,Portugal,Male,Lamas,Topicstorm,,EUR
Eric,Cole,ecole1w@smh.com.au,Indonesia,Male,Oefatu,Skibox,22174.84,IDR
Andrea,Bailey,abailey1x@storify.com,Poland,Female,Gręboszów,Devpulse,8891.16,PLN
Harold,Harris,hharris1y@dagondesign.com,United States,Male,Pittsburgh,Twinte,12126.14,USD
Victor,Howell,vhowell1z@abc.net.au,Indonesia,Male,Banjar Dauhpura,Jatri,59111.92,IDR
Kelly,Duncan,kduncan20@accuweather.com,China,Female,Tangjiapo,Gigabox,28232.68,CNY
Frances,Day,fday21@whitehouse.gov,China,Female,Tianhekou,Oodoo,44696.91,CNY
Andrea,Nelson,anelson22@admin.ch,Poland,Female,Księżpol,Cogibox,75704.62,PLN
Scott,Parker,sparker23@google.es,Philippines,Male,Concepcion,Gabvine,50705.26,PHP
Ernest,Walker,ewalker24@bloomberg.com,Poland,Male,Narol,Yambee,6540.47,PLN
Albert,Williams,awilliams25@dailymotion.com,Ukraine,Male,Lypnyazhka,Rhyzio,28853.35,UAH
Eugene,Russell,erussell26@ftc.gov,Russia,Male,Taremskoye,Lazz,99869.25,RUB
Ryan,Fox,rfox27@cornell.edu,Colombia,Male,Pedraza,Vitz,28819.13,COP
Howard,Collins,hcollins28@nydailynews.com,Serbia,Male,Dimitrovgrad,BlogXS,53123.53,RSD
Jonathan,Peterson,jpeterson29@thetimes.co.uk,Bosnia and Herzegovina,Male,Obudovac,Brightbean,51530.00,BAM
Judy,Berry,jberry2a@oracle.com,China,Female,Gaoyu,Tagchat,,CNY
Cheryl,Jones,cjones2b@apple.com,Indonesia,Female,Sumberkenanga,Tazzy,,IDR
Evelyn,Bradley,ebradley2c@constantcontact.com,China,Female,Dongwan,Blogpad,96889.02,CNY
Jimmy,Watson,jwatson2d@skype.com,China,Male,Ruixi,Kayveo,40317.09,CNY
Marie,Grant,mgrant2e@is.gd,Belarus,Female,Urechcha,Quinu,99629.87,BYR
Harold,Carr,hcarr2f@wsj.com,Sweden,Male,Lidköping,Photospace,80769.06,SEK
Tammy,Wood,twood2g@theatlantic.com,Brazil,Female,Raposos,Twitterworks,92659.44,BRL
Jack,Reyes,jreyes2h@irs.gov,Argentina,Male,Corzuela,Zoomzone,22489.53,ARS
Keith,Schmidt,kschmidt2i@sphinn.com,China,Male,Zhuangta,Zazio,79970.50,CNY
Robert,Hamilton,rhamilton2j@surveymonkey.com,Russia,Male,Tuymazy,Topdrive,5829.44,RUB
Linda,Lane,llane2k@bravesites.com,Indonesia,Female,Sumberan,Jabbersphere,51542.07,IDR
Ruby,Marshall,rmarshall2l@163.com,Malaysia,Female,Ipoh,Skyvu,33338.40,MYR
Stephen,Mills,smills2m@mtv.com,China,Male,Hengshi,Divape,54516.26,CNY
Theresa,Stanley,tstanley2n@umich.edu,Poland,Female,Pamiątkowo,Blognation,,PLN
Melissa,Banks,mbanks2o@globo.com,Mozambique,Female,Dondo,Riffpedia,25243.89,MZN
Christina,Sanchez,csanchez2p@quantcast.com,Sweden,Female,Norrköping,Meeveo,66740.86,SEK
Jimmy,West,jwest2q@npr.org,Poland,Male,Licheń Stary,Brainsphere,57020.89,PLN
Joseph,Rose,jrose2r@yandex.ru,Philippines,Male,Isugod,Mynte,47736.43,PHP
Jason,Reid,jreid2s@oaic.gov.au,Portugal,Male,Montijo,Oozz,55808.99,EUR
Phyllis,Harper,pharper2t@nyu.edu,Egypt,Female,Ḩawsh ‘Īsá,Zoombeat,,EGP
Elizabeth,Wells,ewells2u@dion.ne.jp,China,Female,Fushi,Jaloo,20409.73,CNY
Brian,Foster,bfoster2v@nymag.com,Bulgaria,Male,Svilengrad,Quire,23137.50,BGN
Sharon,Graham,sgraham2w@qq.com,Indonesia,Female,Ngondokandawu,Innojam,63319.81,IDR
Susan,Lopez,slopez2x@mashable.com,Ukraine,Female,Rudky,Quimba,3236.91,UAH
Jerry,Dixon,jdixon2y@kickstarter.com,Philippines,Male,Paagahan,Dynazzy,38319.30,PHP
Amanda,Oliver,aoliver2z@homestead.com,Brazil,Female,São Miguel do Guamá,Skivee,,BRL
Amy,Hernandez,ahernandez30@mysql.com,Canada,Female,Chambly,Brightbean,,CAD
Kelly,Graham,kgraham31@ed.gov,China,Female,Shuixi,Jaxworks,47598.15,CNY
Albert,Cunningham,acunningham32@yale.edu,Indonesia,Male,Klayusiwalan,Youspan,4213.72,IDR
Alan,Weaver,aweaver33@webmd.com,China,Male,Aihua,Zoomcast,79434.26,CNY
Earl,Daniels,edaniels34@imageshack.us,Afghanistan,Male,Dowr-e Rabāţ,Flashdog,60738.43,AFN
Theresa,Robinson,trobinson35@cnbc.com,Mexico,Female,San Isidro,Eadel,60095.80,MXN
Karen,Alvarez,kalvarez36@yahoo.com,Ivory Coast,Female,Tengrela,Livepath,20576.74,XOF
Irene,Rose,irose37@google.it,Ireland,Female,Listowel,Riffpedia,57512.38,EUR
David,Moreno,dmoreno38@qq.com,Russia,Male,Dedenëvo,Quinu,41003.53,RUB
Jerry,Howard,jhoward39@cbsnews.com,Indonesia,Male,Langkaplancar,Kamba,50075.87,IDR
Chris,Grant,cgrant3a@cargocollective.com,Sweden,Male,Kalmar,Dazzlesphere,38353.22,SEK
Billy,Cruz,bcruz3b@amazon.com,Czech Republic,Male,Žlutice,Babbleblab,52796.42,CZK
Virginia,Ross,vross3c@china.com.cn,Samoa,Female,Malie,Photobug,48328.84,WST
Jean,Mills,jmills3d@apple.com,China,Female,Yezhu,Skipstorm,82728.27,CNY
Cheryl,Nelson,cnelson3e@tumblr.com,France,Female,Suresnes,Avaveo,72487.47,EUR
Terry,Dean,tdean3f@yolasite.com,China,Male,Cuntan,Voonte,70128.80,CNY
Billy,Hill,bhill3g@buzzfeed.com,Haiti,Male,Cabaret,Zoombeat,30275.97,HTG
Carl,Kelly,ckelly3h@plala.or.jp,Indonesia,Male,Rajadesa,Photobug,50703.91,IDR
Paula,Little,plittle3i@tuttocitta.it,China,Female,Jiangfang,Tagfeed,61802.74,CNY
Harold,Jenkins,hjenkins3j@shareasale.com,United States,Male,Cincinnati,Ainyx,32573.79,USD
Shawn,Cruz,scruz3k@uiuc.edu,Colombia,Male,Rionegro,Yodel,79182.82,COP
Rachel,Pierce,rpierce3l@uol.com.br,Brazil,Female,Santana,Chatterpoint,29676.16,BRL
Alan,Dixon,adixon3m@ft.com,Ukraine,Male,Voskhod,Oyoloo,81604.34,UAH
Barbara,Cole,bcole3n@symantec.com,Ireland,Female,Bagenalstown,Gabvine,12577.03,EUR
Jason,Hunt,jhunt3o@xing.com,Czech Republic,Male,Kralupy nad Vltavou,Kwilith,76232.41,CZK
Amy,Richardson,arichardson3p@ovh.net,Thailand,Female,Hat Yai,Voonte,42886.07,THB
Howard,Thompson,hthompson3q@whitehouse.gov,Yemen,Male,‘Ubāl,Voolia,41485.54,YER
James,Garza,jgarza3r@a8.net,Russia,Male,Georgiyevsk,Dazzlesphere,,RUB
Angela,Barnes,abarnes3s@g.co,Greece,Female,Galátsi,Ainyx,79932.28,EUR
Maria,Walker,mwalker3t@privacy.gov.au,China,Female,Xijiang,Ainyx,74962.71,CNY
Christina,Gutierrez,cgutierrez3u@quantcast.com,Indonesia,Female,Kendal,Quatz,65216.05,IDR
Henry,Dixon,hdixon3v@constantcontact.com,Yemen,Male,Al Ḩarf,Quatz,28999.44,YER
Ronald,Matthews,rmatthews3w@slideshare.net,Bosnia and Herzegovina,Male,Rudo,Dabfeed,35601.49,BAM
Martin,Elliott,melliott3x@wikipedia.org,Japan,Male,Ichinohe,Edgetag,,JPY
Gary,Gilbert,ggilbert3y@acquirethisname.com,Ukraine,Male,Shyroke,Rhyloo,76533.08,UAH
Laura,Burns,lburns3z@bizjournals.com,Czech Republic,Female,Libouchec,Jabbertype,45396.78,CZK
Ashley,Turner,aturner40@pinterest.com,Panama,Female,Chame,Mynte,17334.24,PAB
Ronald,Alvarez,ralvarez41@icio.us,Honduras,Male,San Marcos,Kazio,43987.47,HNL
David,Gilbert,dgilbert42@mail.ru,Thailand,Male,Pak Thong Chai,Meembee,35730.40,THB
Todd,Nguyen,tnguyen43@ifeng.com,Sri Lanka,Male,Badulla,Avamm,99168.23,LKR
Antonio,Reid,areid44@sphinn.com,China,Male,Siheyuan,Kazu,67341.99,CNY
Jerry,Ramirez,jramirez45@fda.gov,China,Male,Gaoqiao,Gigazoom,,CNY
Debra,Harris,dharris46@google.co.jp,Cuba,Female,Guisa,Skinix,51351.54,CUP
Carolyn,Coleman,ccoleman47@sitemeter.com,China,Female,Chaodi,Divavu,16927.92,CNY
Cheryl,Alvarez,calvarez48@china.com.cn,France,Female,Marseille,Blogpad,,EUR
Annie,Perez,aperez49@alexa.com,United Arab Emirates,Female,Dubai,Trilia,79730.27,AED
Donna,Gonzalez,dgonzalez4a@digg.com,Russia,Female,Ishimbay,Aimbu,,RUB
Theresa,Ward,tward4b@netlog.com,United Kingdom,Female,Upton,Skipstorm,67686.43,GBP
Jason,Matthews,jmatthews4c@ted.com,Indonesia,Male,Pringgoboyo,Vidoo,53686.52,IDR
Pamela,Dunn,pdunn4d@rediff.com,Zambia,Female,Mporokoso,Meetz,,ZMW
Philip,Hicks,phicks4e@harvard.edu,Brazil,Male,Nova Cruz,JumpXS,55058.68,BRL
Fred,Scott,fscott4f@ca.gov,Mongolia,Male,Böhöt,Dazzlesphere,32701.49,MNT
Judith,Frazier,jfrazier4g@paypal.com,Sweden,Female,Vänersborg,Babblestorm,61199.93,SEK
Jason,Garza,jgarza4h@ehow.com,Haiti,Male,Chardonnière,Gigabox,49909.38,HTG
Eric,Morris,emorris4i@globo.com,China,Male,Gucun,Aimbu,85698.54,CNY
Clarence,Mitchell,cmitchell4j@google.com,Laos,Male,Sainyabuli,Zoombeat,31514.32,LAK
Carol,Garza,cgarza4k@businesswire.com,Japan,Female,Chitose,Riffwire,94674.70,JPY
Carol,Payne,cpayne4l@uiuc.edu,China,Female,Shipu,Brainbox,79253.66,CNY
Douglas,Adams,dadams4m@admin.ch,Palestinian Territory,Male,Al Mughayyir,Fadeo,52937.55,ILS
Juan,Nichols,jnichols4n@bravesites.com,Indonesia,Male,Kalangsari,Oloo,91285.79,IDR
William,Fields,wfields4o@examiner.com,Iran,Male,Rāmsar,Tanoodle,72929.79,IRR
Annie,Ross,aross4p@hatena.ne.jp,China,Female,Lanling,Flipstorm,78208.74,CNY
Nicholas,Frazier,nfrazier4q@mit.edu,Russia,Male,Shumyachi,Kwinu,47901.10,RUB
Joan,Austin,jaustin4r@xrea.com,China,Female,Chengguan,Linklinks,92789.59,CNY
Andrea,Reynolds,areynolds4s@tripod.com,Greece,Female,Filiatrá,Roombo,31126.29,EUR
Thomas,Nelson,tnelson4t@ebay.co.uk,Poland,Male,Skomielna Czarna,Thoughtworks,,PLN
Ann,Adams,aadams4u@rediff.com,Colombia,Female,El Playón,Twiyo,22048.09,COP
Christine,Palmer,cpalmer4v@youtu.be,Belarus,Female,Lyntupy,Fivespan,8120.01,BYR
Keith,Gomez,kgomez4w@google.com.br,Ukraine,Male,Chulakivka,Brainverse,63761.54,UAH
Russell,Bryant,rbryant4x@nbcnews.com,China,Male,Fenglin,Avamm,7384.20,CNY
Douglas,Turner,dturner4y@myspace.com,Uruguay,Male,Nueva Helvecia,Kayveo,52929.20,UYU
Denise,Martin,dmartin4z@cmu.edu,Argentina,Female,San José de Feliciano,Mycat,11082.69,ARS
Jesse,Ward,jward50@com.com,China,Male,Huyunxiang,Eabox,20044.12,CNY
Paula,Chapman,pchapman51@cam.ac.uk,Armenia,Female,Verin Artashat,Tagtune,17650.61,AMD
Harry,Green,hgreen52@wix.com,Russia,Male,Novolugovoye,Quinu,69268.45,RUB
Heather,Grant,hgrant53@tinyurl.com,France,Female,Chenôve,Gabvine,19004.09,EUR
Daniel,Ferguson,dferguson54@paginegialle.it,Poland,Male,Paprotnia,Lajo,33978.56,PLN
Paul,Ray,pray55@smugmug.com,Kyrgyzstan,Male,Jalal-Abad,Flashdog,46038.37,KGS
Irene,Kelley,ikelley56@upenn.edu,Poland,Female,Stronie,Layo,2760.13,PLN
Janet,Brooks,jbrooks57@theglobeandmail.com,Iran,Female,Eqlīd,Quatz,67729.01,IRR
Frances,Mccoy,fmccoy58@livejournal.com,Poland,Female,Lipiany,Brainlounge,1344.07,PLN
Jason,Robinson,jrobinson59@home.pl,Portugal,Male,Zambujal,Jabbertype,71953.28,EUR
Samuel,Gonzalez,sgonzalez5a@lycos.com,China,Male,Leiyang,Zoonoodle,1882.51,CNY
Jeremy,Garrett,jgarrett5b@elpais.com,Indonesia,Male,Watublapi,Quire,21658.73,IDR
Frances,Fuller,ffuller5c@psu.edu,Slovenia,Female,Bilje,Tagpad,92025.80,EUR
Jonathan,James,jjames5d@ucsd.edu,Russia,Male,Kapotnya,Devshare,15595.58,RUB
Carol,Weaver,cweaver5e@google.com,China,Female,Fuying,Oyoba,24292.16,CNY
Jason,Carr,jcarr5f@sbwire.com,Sweden,Male,Göteborg,Oyoba,84403.81,SEK
Bonnie,Lawrence,blawrence5g@wufoo.com,China,Female,Lingcheng,Eire,72238.65,CNY
Fred,Oliver,foliver5h@google.es,Russia,Male,Zhiryatino,Thoughtmix,52868.73,RUB
Betty,Russell,brussell5i@europa.eu,Mozambique,Female,Beira,Innotype,16428.38,MZN
Ryan,Johnson,rjohnson5j@omniture.com,Brazil,Male,São Fidélis,Meezzy,88380.83,BRL
Brian,Thompson,bthompson5k@answers.com,Sweden,Male,Solna,Vidoo,59512.81,SEK
Anna,Hernandez,ahernandez5l@tmall.com,Philippines,Female,Laguilayan,Fatz,86986.26,PHP
Rachel,Chavez,rchavez5m@fotki.com,Indonesia,Female,Banjar Kelodan,Plajo,60675.13,IDR
Irene,Gibson,igibson5n@timesonline.co.uk,New Zealand,Female,Westport,Quinu,60012.52,NZD
Jason,Sims,jsims5o@devhub.com,China,Male,Ruixi,Gigaclub,9679.61,CNY
Anthony,Lane,alane5p@linkedin.com,Sweden,Male,Katrineholm,Feedmix,67876.19,SEK
Maria,Allen,mallen5q@epa.gov,Colombia,Female,Purificación,Tagchat,,COP
Sandra,Cole,scole5r@over-blog.com,Indonesia,Female,Sarongan,Viva,23711.28,IDR
Kimberly,Matthews,kmatthews5s@dropbox.com,China,Female,Jiashan,Kazio,7753.24,CNY
Judith,Brooks,jbrooks5t@cocolog-nifty.com,Indonesia,Female,Raksajaya,Kaymbo,2562.68,IDR
Arthur,Stewart,astewart5u@discuz.net,Indonesia,Male,Ciwaru,Zoonoodle,56286.83,IDR
Robert,Carr,rcarr5v@cnet.com,Portugal,Male,Cete,Rhyloo,22095.76,EUR
Teresa,Woods,twoods5w@unicef.org,Ukraine,Female,Zolochiv,Twitterlist,19943.12,UAH
Timothy,Anderson,tanderson5x@huffingtonpost.com,United States,Male,Tempe,Rooxo,17801.45,USD
Matthew,Franklin,mfranklin5y@parallels.com,Portugal,Male,Gondar,Flashset,87614.69,EUR
Janice,Wilson,jwilson5z@wufoo.com,China,Female,Zhangshi,Voonte,17838.71,CNY
Christina,Berry,cberry60@wordpress.com,China,Female,Baitu,Yotz,5265.59,CNY
Tina,Fowler,tfowler61@sciencedaily.com,Jamaica,Female,Hayes,Thoughtblab,51255.14,JMD
Steve,Young,syoung62@purevolume.com,China,Male,Xiting,Meembee,,CNY
Gary,Gordon,ggordon63@accuweather.com,Indonesia,Male,Kayu Agung,Fiveclub,92568.18,IDR
Heather,Edwards,hedwards64@nhs.uk,Sweden,Female,Göteborg,Quatz,19472.79,SEK
Rebecca,Owens,rowens65@devhub.com,Indonesia,Female,Kembang,Kazio,66864.56,IDR
Wayne,Burton,wburton66@unblog.fr,Chile,Male,Santa Cruz,Yambee,24572.87,CLP
Louise,White,lwhite67@macromedia.com,Nigeria,Female,Yola,Vipe,,NGN
Willie,Stone,wstone68@dropbox.com,Myanmar,Male,Kyaikkami,Blogtag,71243.90,MMK
Eric,Hunter,ehunter69@tinyurl.com,Indonesia,Male,Cibodas,Trudoo,81488.66,IDR
Nancy,Kennedy,nkennedy6a@1und1.de,Brazil,Female,Paranaguá,Thoughtstorm,70994.87,BRL
Annie,Dean,adean6b@cisco.com,Indonesia,Female,Ubrub,Yodel,77101.08,IDR
Lori,Price,lprice6c@google.pl,China,Female,Chengzhong,Browsedrive,67564.48,CNY
Ruby,Owens,rowens6d@hibu.com,China,Female,Huangtan,Linkbuzz,1721.19,CNY
Lillian,Fields,lfields6e@issuu.com,Philippines,Female,Bagumbayan,Browsetype,2221.34,PHP
Howard,Gilbert,hgilbert6f@msu.edu,China,Male,Hongtang,Mudo,36105.52,CNY
Shawn,Garza,sgarza6g@ca.gov,Poland,Male,Grębów,Meetz,30305.01,PLN
Russell,Morgan,rmorgan6h@soup.io,United States,Male,Saint Paul,Oozz,15929.71,USD
Billy,Hall,bhall6i@ebay.co.uk,Lithuania,Male,Silute,Teklist,32363.44,LTL
Frank,Collins,fcollins6j@e-recht24.de,China,Male,Jiangchuanlu,Quire,92186.07,CNY
Carol,Collins,ccollins6k@google.com.au,China,Female,Wan’an,Kare,14041.35,CNY
William,Patterson,wpatterson6l@wikispaces.com,Portugal,Male,Atouguia,Voonder,63516.11,EUR
John,Riley,jriley6m@myspace.com,Indonesia,Male,Samburat,Innojam,67942.99,IDR
Albert,Ford,aford6n@yandex.ru,Netherlands,Male,Amsterdam Oud Zuid en Rivierenbuurt,Rhynyx,44537.20,EUR
Gloria,Cunningham,gcunningham6o@prweb.com,Greece,Female,Évosmos,Mycat,654.75,EUR
Charles,Hawkins,chawkins6p@mashable.com,Poland,Male,Włoszakowice,Pixoboo,20740.68,PLN
Dorothy,Hill,dhill6q@vimeo.com,China,Female,Zhangdun,Oyoba,28061.42,CNY
Roger,Rice,rrice6r@salon.com,Cuba,Male,Perico,Mymm,41920.68,CUP
Mildred,Collins,mcollins6s@gnu.org,Hungary,Female,Miskolc,Eidel,30028.70,HUF
Robin,Flores,rflores6t@techcrunch.com,France,Female,Berck,Yombu,584.59,EUR
Gregory,Reynolds,greynolds6u@who.int,Malaysia,Male,Seremban,Shuffletag,66926.17,MYR
Debra,Howard,dhoward6v@geocities.jp,Portugal,Female,Abuxarda,Pixonyx,,EUR
Mark,Dean,mdean6w@uol.com.br,Guatemala,Male,Guanagazapa,Pixonyx,53447.81,GTQ
Samuel,Arnold,sarnold6x@sohu.com,Indonesia,Male,Minian,Meevee,19840.43,IDR
Heather,Wood,hwood6y@cocolog-nifty.com,Canada,Female,Saint-Joseph-de-Coleraine,Livetube,,CAD
Rose,Fields,rfields6z@wikispaces.com,Mongolia,Female,Tsant,Thoughtbridge,91294.93,MNT
Walter,Nguyen,wnguyen70@homestead.com,Philippines,Male,Santa Praxedes,Quaxo,82339.66,PHP
Christopher,Gardner,cgardner71@vkontakte.ru,Morocco,Male,Sidi Bousber,Zoomlounge,92343.41,MAD
Marie,White,mwhite72@pcworld.com,Philippines,Female,Libon,Einti,20394.59,PHP
Jeremy,Stanley,jstanley73@cbc.ca,Cuba,Male,Sagua de Tánamo,Kazu,90750.40,CUP
Alan,Campbell,acampbell74@buzzfeed.com,Indonesia,Male,Pasargunung,Skiba,3318.69,IDR
Ashley,Willis,awillis75@soundcloud.com,Poland,Female,Jasieniec,Twitterwire,14283.87,PLN
Carol,Meyer,cmeyer76@dot.gov,China,Female,Changshengqiao,Thoughtblab,53240.73,CNY
Mark,Owens,mowens77@baidu.com,China,Male,Heshang,Thoughtstorm,16862.23,CNY
Brenda,Lawson,blawson78@springer.com,Portugal,Female,Campos,Trupe,,EUR
Ruby,Mccoy,rmccoy79@bing.com,Indonesia,Female,Senggreng,Meevee,85534.98,IDR
Andrew,Ruiz,aruiz7a@macromedia.com,Greece,Male,Mýki,Voolia,57862.54,EUR
Nicholas,Rodriguez,nrodriguez7b@amazonaws.com,Serbia,Male,Samoljica,Jabberbean,39678.83,RSD
Ralph,Knight,rknight7c@discovery.com,Sweden,Male,Fagersta,Plajo,96010.96,SEK
Maria,Arnold,marnold7d@paginegialle.it,Portugal,Female,Sobrosa,Blogtags,36315.56,EUR
William,Hunter,whunter7e@mac.com,Malaysia,Male,Putrajaya,Youspan,,MYR
Bobby,Foster,bfoster7f@google.ru,Sweden,Male,Ystad,Tagpad,68410.77,SEK
Diane,Payne,dpayne7g@businessinsider.com,Venezuela,Female,Ciudad Bolivia,Tagfeed,23358.32,VEF
Denise,Moreno,dmoreno7h@virginia.edu,France,Female,Hénin-Beaumont,Realbridge,49874.68,EUR
Fred,Larson,flarson7i@tumblr.com,China,Male,Suohe,Jaxspan,2402.88,CNY
Bonnie,Willis,bwillis7j@delicious.com,China,Female,Sanjie,Wikibox,897.66,CNY
Frances,Ramirez,framirez7k@pbs.org,Tanzania,Female,Singida,Agimba,14578.39,TZS
