Lois,Clark,lclark0@virginia.edu,Swaziland,Female,Bhunya,Katz,,SZL
Jeremy,Edwards,jedwards1j@dyndns.org,Brazil,Male,Guarulhos,Aimbo,14581.72,BRL
Dorothy,Johnston,djohnston1k@usgs.gov,Czech Republic,Female,Osek nad Bečvou,Blogpad,9032.41,CZK
Michael,Ellis,mellis1l@artisteer.com,China,Male,Huangbu,Voonyx,8098.46,CNY
Angela,Little,alittle1m@theglobeandmail.com,Czech Republic,Female,Klenčí pod Čerchovem,Skalith,77840.80,CZK
Mary,Roberts,mroberts1n@ning.com,Poland,Female,Strzelin,Youbridge,70921.05,PLN
Jessica,Hill,jhill1o@google.fr,Colombia,Female,Puerto Boyacá,Tanoodle,83472.91,COP
Roger,Gordon,rgordon1p@telegraph.co.uk,Sierra Leone,Male,Bumbuna,Tagtune,44878.18,SLL
Eric,Duncan,eduncan1q@springer.com,Argentina,Male,Villa Ocampo,Dynabox,93385.10,ARS
Craig,Garza,cgarza1r@blogs.com,Japan,Male,Takamatsu-shi,Oyoloo,56298.82,JPY
Donna,Edwards,dedwards1s@dell.com,Portugal,Female,Oliveira,Kazu,96962.14,EUR
Kathy,Austin,kaustin1t@bigcartel.com,Togo,Female,Kara,Ntags,48432.99,XOF
Sarah,Burton,sburton1u@narod.ru,Russia,Female,Volodarsk,Devcast,87164.33,RUB
Sean,Snyder,ssnyder1v@independent.co.uk,Pakistan,Male,New Mīrpur,Tagchat,55685.84,PKR
Walter,Olson,wolson1w@networkadvertising.org,China,Male,Xiaojing,Roomm,88718.64,CNY
Jane,Gordon,jgordon1x@cyberchimps.com,Ukraine,Female,Vatutine,Jazzy,71087.26,UAH
Billy,Parker,bparker1y@princeton.edu,South Africa,Male,Sundumbili,Topicblab,7218.19,ZAR
Helen,Day,hday1z@google.com,China,Female,Tuqiao,Jayo,34340.10,CNY
Andrea,Williamson,awilliamson20@devhub.com,China,Female,Lijiaping,Myworks,17428.59,CNY
Andrew,Lane,alane21@dmoz.org,Russia,Male,Vel’sk,Zoonoodle,66802.50,RUB
Sarah,Pierce,spierce22@newyorker.com,Brazil,Female,Viseu,Realmix,79512.92,BRL
Randy,Peters,rpeters23@yellowpages.com,Russia,Male,Zainsk,Centidel,92569.56,RUB
Eugene,Carroll,ecarroll24@vkontakte.ru,Poland,Male,Smolec,Gabtune,5033.16,PLN
Antonio,Graham,agraham25@google.it,Kazakhstan,Male,Saryözek,Aimbu,10913.81,KZT
Theresa,Ruiz,truiz26@lycos.com,Kyrgyzstan,Female,Karavan,Avavee,48730.31,KGS
Eric,Phillips,ephillips27@naver.com,Indonesia,Male,Cikuray,Eamia,17697.05,IDR
Randy,Reyes,rreyes28@qq.com,Indonesia,Male,Moanemani,Topiclounge,77454.42,IDR
Mark,Bishop,mbishop29@storify.com,Brazil,Male,Canoinhas,Skinix,46234.05,BRL
Mildred,Torres,mtorres2a@patch.com,Russia,Female,Bogolyubovo,Trudeo,79281.59,RUB
Denise,Jordan,djordan2b@theguardian.com,Cyprus,Female,Lefkoniko,Jabbertype,86418.82,EUR
Walter,Morrison,wmorrison2c@spiegel.de,Jamaica,Male,Portmore,Feedfire,83785.54,JMD
Antonio,Jackson,ajackson2d@youku.com,Indonesia,Male,Nilanapo,Photobug,,IDR
Johnny,Ruiz,jruiz2e@admin.ch,United States,Male,Saint Petersburg,Realbuzz,2921.28,USD
Richard,Martinez,rmartinez2f@reference.com,Sweden,Male,Vilhelmina,Ooba,72212.97,SEK
Brandon,Olson,bolson2g@sourceforge.net,China,Male,Chishui,Muxo,89440.17,CNY
Rose,Barnes,rbarnes2h@moonfruit.com,Nigeria,Female,Ore,Zoomzone,76403.24,NGN
Emily,Kelley,ekelley2i@huffingtonpost.com,China,Female,Yajiang,JumpXS,341.91,CNY
William,Martinez,wmartinez2j@lulu.com,Canada,Male,Lamont,Thoughtblab,66163.36,CAD
Sara,Greene,sgreene2k@rediff.com,Colombia,Female,Caramanta,Quinu,18614.41,COP
Patrick,Cole,pcole2l@blogspot.com,China,Male,Huogezhuang,Tambee,61962.52,CNY
Cynthia,Daniels,cdaniels2m@people.com.cn,China,Female,Yanjiang,Kaymbo,13953.54,CNY
Katherine,Johnston,kjohnston2n@ted.com,China,Female,Duobao,Eire,27261.76,CNY
Amanda,Wheeler,awheeler2o@imdb.com,Czech Republic,Female,Svoboda nad Úpou,Meevee,31806.54,CZK
Debra,Wells,dwells2p@home.pl,Russia,Female,Kimil’tey,Yakidoo,79687.51,RUB
Patrick,Warren,pwarren2q@geocities.com,China,Male,Yashao,Bubblebox,58723.83,CNY
Beverly,Mills,bmills2r@cafepress.com,Russia,Female,Terek,Fivebridge,45584.86,RUB
Linda,Wright,lwright2s@123-reg.co.uk,Indonesia,Female,Condong,Centimia,81616.35,IDR
Tina,Ramos,tramos2t@topsy.com,Philippines,Female,Bone South,Wordpedia,82259.61,PHP
John,Palmer,jpalmer2u@businessweek.com,United States,Male,Washington,Voolia,,USD
Stephen,Lane,slane2v@addtoany.com,Belarus,Male,Haradzyeya,Roombo,10340.65,BYR
Julia,Arnold,jarnold2w@t-online.de,Hungary,Female,Székesfehérvár,Gigabox,68178.34,HUF
Louise,Gonzalez,lgonzalez2x@lulu.com,Brazil,Female,Guaratuba,Youbridge,99327.77,BRL
Linda,Riley,lriley2y@4shared.com,United States,Female,San Diego,Oyoba,51843.64,USD
Louise,Peters,lpeters2z@sogou.com,Indonesia,Female,Saparua,Meemm,47484.63,IDR
Joe,Miller,jmiller30@walmart.com,Czech Republic,Male,Mikulčice,Yambee,68039.08,CZK
Jane,Brooks,jbrooks31@histats.com,Mexico,Female,Las Palmas,Blogtag,47024.95,MXN
Aaron,Fowler,afowler32@examiner.com,Brazil,Male,Santa Helena de Goiás,Centizu,56366.67,BRL
Sandra,Bradley,sbradley33@joomla.org,Japan,Female,Toyokawa,Muxo,8737.90,JPY
Lillian,Andrews,landrews34@wp.com,Sweden,Female,Ljungby,Thoughtworks,73644.93,SEK
Chris,Burke,cburke35@ow.ly,Ukraine,Male,Chapayevka,Devify,83281.35,UAH
Nicole,Edwards,nedwards36@google.com.br,Peru,Female,Huachos,Zoonoodle,98496.75,PEN
William,Kennedy,wkennedy37@java.com,China,Male,Binglincha,Agivu,69232.16,CNY
Jimmy,Ellis,jellis38@census.gov,South Korea,Male,Incheon,Thoughtbridge,,KRW
Martha,Fowler,mfowler39@bravesites.com,Poland,Female,Popielów,Fanoodle,37287.91,PLN
Harry,Hughes,hhughes3a@weather.com,China,Male,Xomong,Jazzy,81911.05,CNY
George,Dean,gdean3b@cnn.com,Mali,Male,Bla,Topicshots,87796.45,XOF
Mildred,Evans,mevans3c@constantcontact.com,Chile,Female,Lautaro,Skilith,25008.58,CLP
Robin,Jenkins,rjenkins3d@springer.com,China,Female,Bashan,Devcast,35300.08,CNY
William,Crawford,wcrawford3e@ucla.edu,Brazil,Male,Ribeirópolis,Ntags,53511.36,BRL
Roger,James,rjames3f@a8.net,Poland,Male,Kolonowskie,Yodel,93308.92,PLN
Maria,Rodriguez,mrodriguez3g@hostgator.com,Poland,Female,Gryfino,Wikibox,39518.38,PLN
Samuel,Reyes,sreyes3h@japanpost.jp,Iran,Male,Tonekābon,Mybuzz,79031.60,IRR
Steven,Rivera,srivera3i@devhub.com,Colombia,Male,Flandes,Zoomlounge,95821.27,COP
Michael,Rice,mrice3j@goo.gl,China,Male,Hor,Oodoo,89851.82,CNY
Brenda,Perez,bperez3k@sourceforge.net,Portugal,Female,Outeiro,Dabfeed,22120.33,EUR
Jason,Ramos,jramos3l@admin.ch,Netherlands,Male,Haarlem,Fivebridge,83181.50,EUR
Dorothy,Ray,dray3m@bing.com,Indonesia,Female,Idi Rayeuk,Jabberbean,,IDR
Michael,Powell,mpowell3n@psu.edu,China,Male,Dongjiahe,Ozu,,CNY
Carlos,Baker,cbaker3o@wikipedia.org,Indonesia,Male,Cibeureum Satu,Thoughtworks,15635.51,IDR
Deborah,Rice,drice3p@clickbank.net,Indonesia,Female,Bayuwan,Feedbug,31610.62,IDR
Michelle,Robinson,mrobinson3q@facebook.com,Czech Republic,Female,Dolní Studénky,Quire,39634.22,CZK
Albert,Bradley,abradley3r@google.ru,Ukraine,Male,Matviyivka,Dabvine,13566.30,UAH
John,Sanchez,jsanchez3s@paginegialle.it,Costa Rica,Male,Esparza,Edgeify,21033.93,CRC
Rose,Fowler,rfowler3t@sbwire.com,Mexico,Female,Niños Heroes,Brainsphere,30323.02,MXN
Lillian,Simpson,lsimpson3u@tinypic.com,Russia,Female,Verkh-Usugli,Dabjam,87487.07,RUB
Pamela,White,pwhite3v@feedburner.com,Ecuador,Female,Latacunga,Rhyzio,80897.43,USD
Shawn,Rice,srice3w@ebay.com,Cyprus,Male,Limassol,Zoonder,11326.74,EUR
Patrick,Spencer,pspencer3x@cnn.com,Indonesia,Male,Weda,Ooba,23756.20,IDR
John,Fox,jfox3y@naver.com,France,Male,Soisy-sous-Montmorency,Skimia,80010.17,EUR
Joe,Welch,jwelch3z@wunderground.com,Brazil,Male,União dos Palmares,Gabcube,75658.86,BRL
Nancy,Reed,nreed40@smh.com.au,Poland,Female,Sędziszów,Thoughtbeat,57827.87,PLN
Robin,Chapman,rchapman41@facebook.com,Chile,Female,Puente Alto,Ntag,70944.38,CLP
Carolyn,Murray,cmurray42@army.mil,Brazil,Female,Pirapora do Bom Jesus,Trilith,82172.42,BRL
Melissa,Davis,mdavis43@census.gov,Tanzania,Female,Izazi,Janyx,86241.68,TZS
Robin,Rose,rrose44@ebay.com,China,Female,Tiantang,Einti,4925.27,CNY
Paul,Garrett,pgarrett45@nytimes.com,Bosnia and Herzegovina,Male,Maslovare,Jaloo,52533.28,BAM
Howard,Knight,hknight46@nationalgeographic.com,Malaysia,Male,Petaling Jaya,Innotype,962.55,MYR
Scott,Morrison,smorrison47@constantcontact.com,Burkina Faso,Male,Fada N'gourma,Brainsphere,91091.19,XOF
Jason,Holmes,jholmes48@biglobe.ne.jp,Peru,Male,Chinchero,Demimbu,13378.27,PEN
Joe,Carroll,jcarroll49@google.com.hk,China,Male,Jijiazhuang,Zoomzone,89.96,CNY
Louise,Kelly,lkelly4a@dell.com,Poland,Female,Jawor,Flashdog,39524.75,PLN
Steve,Fowler,sfowler4b@gnu.org,Indonesia,Male,Sudimara,Demimbu,,IDR
Todd,Alvarez,talvarez4c@sun.com,New Zealand,Male,Nelson,Quaxo,59106.21,NZD
Brenda,Hall,bhall4d@hatena.ne.jp,Malaysia,Female,Seremban,Zooveo,75692.29,MYR
Mildred,Thompson,mthompson4e@clickbank.net,China,Female,Yanzhou,Photospace,91887.53,CNY
Jason,Kelley,jkelley4f@naver.com,Guatemala,Male,Olopa,Buzzbean,84161.80,GTQ
Mark,Gutierrez,mgutierrez4g@theatlantic.com,United States,Male,Durham,Blogtag,,USD
Samuel,Hughes,shughes4h@purevolume.com,Nigeria,Male,Oyan,Avaveo,26095.40,NGN
Laura,Sanders,lsanders4i@360.cn,United States,Female,Denver,Bubbletube,69795.10,USD
Edward,Sims,esims4j@arizona.edu,Japan,Male,Kudamatsu,Thoughtstorm,39105.96,JPY
Victor,Elliott,velliott4k@ucoz.ru,Russia,Male,Navashino,Fivechat,13310.97,RUB
Patricia,Taylor,ptaylor4l@arstechnica.com,Indonesia,Female,Puncaktugu,Blogtag,19445.14,IDR
Albert,Wright,awright4m@indiegogo.com,Palestinian Territory,Male,Yuta,Podcat,79694.59,ILS
Wanda,Lawson,wlawson4n@scribd.com,China,Female,Datang,Photobug,54443.74,CNY
Cheryl,Shaw,cshaw4o@go.com,Indonesia,Female,Kedungringin,Avamba,29936.93,IDR
Victor,Lynch,vlynch4p@cnet.com,Philippines,Male,Sindon,Mybuzz,13758.14,PHP
Justin,Young,jyoung4q@tripadvisor.com,Chad,Male,Goundi,Vidoo,39866.06,XAF
Carl,Cruz,ccruz4r@weibo.com,Honduras,Male,Aguas del Padre,Zazio,,HNL
Joyce,Gordon,jgordon4s@umich.edu,China,Female,Xinfu,Riffpath,99763.48,CNY
Michael,Wells,mwells4t@businessinsider.com,Czech Republic,Male,Březí,Aimbu,78936.54,CZK
Lori,Palmer,lpalmer4u@domainmarket.com,Nigeria,Female,Nafada,Livetube,81899.81,NGN
Beverly,Alvarez,balvarez4v@topsy.com,Philippines,Female,Pangao,Eamia,67470.37,PHP
Jeremy,Crawford,jcrawford4w@yellowbook.com,Argentina,Male,General Lavalle,Tekfly,95103.19,ARS
Maria,Chavez,mchavez4x@deliciousdays.com,Norway,Female,Bodø,Quinu,54048.25,NOK
Judy,Wallace,jwallace4y@google.it,China,Female,Shantoudian,Twinte,98794.15,CNY
John,Walker,jwalker4z@nationalgeographic.com,Czech Republic,Male,Vřesina,Brainbox,51040.13,CZK
Jimmy,Hall,jhall50@surveymonkey.com,Ethiopia,Male,K’olīto,Devcast,98622.52,ETB
Ruby,Price,rprice51@rakuten.co.jp,Uzbekistan,Female,Namangan,Wikizz,61561.83,UZS
Irene,Gordon,igordon52@dailymotion.com,Vietnam,Female,Thị Trấn Tam Sơn,Mynte,31703.06,VND
Rebecca,Nguyen,rnguyen53@multiply.com,Lithuania,Female,Obeliai,Kare,28568.17,LTL
Jonathan,Brown,jbrown54@biblegateway.com,Indonesia,Male,Menara,Photojam,,IDR
Jason,Cox,jcox55@wired.com,Poland,Male,Skarbimierz Osiedle,Edgeclub,90907.74,PLN
Sean,Grant,sgrant56@ehow.com,Russia,Male,Novonikol’sk,Jaxbean,18868.17,RUB
Andrea,George,ageorge57@xing.com,China,Female,Luotaping,Meemm,13383.94,CNY
Margaret,Rose,mrose58@oaic.gov.au,Indonesia,Female,Panyingkiran,Kamba,82357.38,IDR
Charles,Medina,cmedina59@hao123.com,Sweden,Male,Stockholm,Realbuzz,85671.71,SEK
Cheryl,Hall,chall5a@paypal.com,Tanzania,Female,Mafinga,Zoonoodle,55947.65,TZS
Paula,Reynolds,preynolds5b@rediff.com,Russia,Female,Tëplaya Gora,Dabvine,28637.50,RUB
Lori,Clark,lclark5c@discuz.net,Myanmar,Female,Wakema,Realmix,15580.26,MMK
Nancy,Jackson,njackson5d@aol.com,Slovenia,Female,Kamnica,Camido,1722.26,EUR
Robert,Howell,rhowell5e@alexa.com,Tajikistan,Male,Adrasmon,Dynazzy,93367.24,TJS
John,Ramos,jramos5f@reference.com,Netherlands,Male,'s-Hertogenbosch,Eazzy,60491.40,EUR
Kelly,Morales,kmorales5g@gizmodo.com,Philippines,Female,Macarse,Miboo,69876.47,PHP
Annie,Cook,acook5h@yahoo.com,Tanzania,Female,Makuyuni,Yotz,14391.00,TZS
Marie,Simpson,msimpson5i@quantcast.com,Japan,Female,Kamiichi,Flipopia,37777.50,JPY
Evelyn,Morrison,emorrison5j@dedecms.com,China,Female,Shaxi,Ntags,53133.68,CNY
Alice,Black,ablack5k@dot.gov,Colombia,Female,Acevedo,Twitterlist,98893.78,COP
Robert,Harvey,rharvey5l@amazon.com,China,Male,Huangtang,Quatz,91407.09,CNY
Judith,Marshall,jmarshall5m@freewebs.com,Indonesia,Female,Sinargalih,Browsedrive,30380.05,IDR
Andrew,Reid,areid5n@msn.com,Mexico,Male,Benito Juarez,Thoughtmix,75832.39,MXN
Adam,Parker,aparker5o@ebay.com,Indonesia,Male,Kebon,Browsezoom,42617.60,IDR
Todd,Ray,tray5p@vinaora.com,Japan,Male,Nagasaki-shi,Edgewire,99730.23,JPY
Sara,Jordan,sjordan5q@bloglines.com,Austria,Female,Sankt Lorenzen im Mürztal,Voomm,22451.21,EUR
Walter,Stanley,wstanley5r@kickstarter.com,Taiwan,Male,Miaoli,Twitterworks,48085.56,TWD
Larry,Sanchez,lsanchez5s@miitbeian.gov.cn,Indonesia,Male,Banjar Ambengan,Centimia,25468.26,IDR
Andrew,Banks,abanks5t@alexa.com,Poland,Male,Murów,Dabjam,40064.08,PLN
Daniel,Kim,dkim5u@state.gov,Greece,Male,Galátsi,Jaxspan,50881.21,EUR
Brian,Harvey,bharvey5v@live.com,China,Male,Yayao,Innojam,94374.81,CNY
Raymond,Richardson,rrichardson5w@census.gov,Russia,Male,Ural,Tazzy,99365.95,RUB
Louis,Robinson,lrobinson5x@senate.gov,Indonesia,Male,Bluri,Livetube,64339.63,IDR
Anna,Carpenter,acarpenter5y@rakuten.co.jp,Belarus,Female,Pukhavichy,Meemm,84054.09,BYR
Angela,Brooks,abrooks5z@msu.edu,France,Female,Issy-les-Moulineaux,Oyondu,98707.15,EUR
Anne,Lawrence,alawrence60@army.mil,Sweden,Female,Stockholm,Flashpoint,30101.99,SEK
Russell,Andrews,randrews61@e-recht24.de,Russia,Male,Kulotino,Snaptags,99862.98,RUB
Andrew,Garcia,agarcia62@miibeian.gov.cn,France,Male,Roubaix,Browsedrive,51466.40,EUR
Jonathan,Ford,jford63@weebly.com,United Kingdom,Male,Brampton,Youopia,55050.11,GBP
Deborah,Henry,dhenry64@bloglines.com,China,Female,Nubma,Roodel,65097.46,CNY
Shirley,Gray,sgray65@howstuffworks.com,Indonesia,Female,Redakodi,Yabox,,IDR
Kelly,Carroll,kcarroll66@bluehost.com,France,Female,Bar-le-Duc,Vidoo,80595.92,EUR
Tammy,Williams,twilliams67@ifeng.com,Brazil,Female,Areia Branca,Kayveo,4502.39,BRL
Justin,Tucker,jtucker68@sina.com.cn,China,Male,Xiaogang,Bluezoom,19232.45,CNY
Jason,Ford,jford69@mozilla.org,Puerto Rico,Male,San Juan,Wikibox,27536.27,USD
Shawn,Reed,sreed6a@google.com,Philippines,Male,Ramon Magsaysay,Oyondu,,PHP
Doris,Henry,dhenry6b@mtv.com,Poland,Female,Łękawica,Thoughtstorm,3179.58,PLN
Ronald,Lawson,rlawson6c@quantcast.com,Laos,Male,Xamtay,Feedbug,13282.96,LAK
Laura,Wright,lwright6d@springer.com,China,Female,Jiangna,Brightbean,,CNY
Aaron,Fisher,afisher6e@unblog.fr,Philippines,Male,Babo-Pangulo,Bubbletube,92921.24,PHP
Joyce,Burns,jburns6f@paginegialle.it,Armenia,Female,Dalar,Wikibox,22554.29,AMD
Rebecca,Ford,rford6g@youtu.be,Philippines,Female,Mauraro,Meembee,98957.62,PHP
Shirley,Gardner,sgardner6h@bloomberg.com,Kyrgyzstan,Female,Bishkek,Yakitri,91098.05,KGS
Norma,Tucker,ntucker6i@samsung.com,Philippines,Female,Panacan,Dabfeed,5726.68,PHP
Adam,Medina,amedina6j@sina.com.cn,Latvia,Male,Viļaka,Topiclounge,71421.87,EUR
Kevin,Ortiz,kortiz6k@gmpg.org,Croatia,Male,Jelsa,Avamm,65902.28,HRK
Pamela,Perkins,pperkins6l@usgs.gov,Philippines,Female,Kiloloran,Youspan,,PHP
Christine,Ramirez,cramirez6m@spotify.com,Malaysia,Female,Kuala Terengganu,Quatz,42811.39,MYR
Bonnie,Martin,bmartin6n@a8.net,China,Female,Bailai,JumpXS,67382.11,CNY
Nicole,Anderson,nanderson6o@ning.com,China,Female,Shanghang,Linklinks,48439.88,CNY
Andrea,Peters,apeters6p@meetup.com,China,Female,Huazhou,Edgewire,26306.09,CNY
Jimmy,Richards,jrichards6q@bandcamp.com,Kazakhstan,Male,Shalqīya,Abatz,21839.99,KZT
Katherine,Harrison,kharrison6r@edublogs.org,Japan,Female,Kasukabe,Zoomzone,40522.70,JPY
Pamela,Romero,promero6s@engadget.com,Venezuela,Female,Guatire,Kwideo,85549.10,VEF
Jean,Price,jprice6t@tiny.cc,Portugal,Female,Alfena,Livepath,47611.82,EUR
Amanda,Lawson,alawson6u@ezinearticles.com,Denmark,Female,København,Eazzy,34995.56,DKK
Robert,Brooks,rbrooks6v@washington.edu,Philippines,Male,Cabay,Ntags,,PHP
Kathy,Bailey,kbailey6w@weather.com,Philippines,Female,Malusay,Photobean,46852.88,PHP
William,Nelson,wnelson6x@typepad.com,Indonesia,Male,Higetegera,Centizu,51275.17,IDR
Judy,Stephens,jstephens6y@bbb.org,Iran,Female,Gonābād,Tazzy,98578.35,IRR
Raymond,Reed,rreed6z@vinaora.com,Norway,Male,Oslo,Brainverse,,NOK
Donald,Jordan,djordan70@jimdo.com,Philippines,Male,Kabac,Trilith,28613.98,PHP
Rebecca,Murray,rmurray71@ehow.com,Pakistan,Female,Jām Sāhib,Talane,10678.04,PKR
Jean,Bishop,jbishop72@umich.edu,China,Female,Huanglian,Jabbersphere,1536.10,CNY
Johnny,Chavez,jchavez73@angelfire.com,Czech Republic,Male,Mnichovo Hradiště,Voonyx,33473.77,CZK
Keith,Gonzalez,kgonzalez74@hexun.com,Philippines,Male,San Isidro,Divape,84714.14,PHP
Karen,Jordan,kjordan75@blog.com,France,Female,Trélazé,Leenti,47949.52,EUR
Robert,Wright,rwright76@yale.edu,France,Male,Sainte-Geneviève-des-Bois,Jaxnation,24856.02,EUR
Andrew,Rodriguez,arodriguez77@berkeley.edu,Philippines,Male,Santo Niño,Zooveo,52335.42,PHP
Jane,Williamson,jwilliamson78@fema.gov,Portugal,Female,Insua,Minyx,22754.53,EUR
Terry,Lawrence,tlawrence79@dyndns.org,Russia,Male,Vygonichi,Shuffletag,52101.56,RUB
William,Simpson,wsimpson7a@eventbrite.com,Indonesia,Male,Kabor,Roomm,3106.79,IDR
Nicole,Hansen,nhansen7b@newyorker.com,Philippines,Female,Bocos,Eabox,51555.52,PHP
Anne,Welch,awelch7c@mashable.com,Serbia,Female,Rumenka,Einti,41533.36,RSD
Jean,Brooks,jbrooks7d@cyberchimps.com,Germany,Female,Hamburg,Realblab,68514.97,EUR
Rebecca,Stanley,rstanley7e@tumblr.com,China,Female,Nan’an,Eimbee,,CNY
Gregory,Gutierrez,ggutierrez7f@bigcartel.com,Colombia,Male,Cruces de Anorí,Linkbridge,50289.27,COP
Lillian,Greene,lgreene7g@bravesites.com,Czech Republic,Female,Pustá Polom,Mycat,64506.69,CZK
Carol,Freeman,cfreeman7h@archive.org,China,Female,Fengyang,Roomm,23028.35,CNY
Tammy,Hart,thart7i@bloglovin.com,Canada,Female,Otterburn Park,Fivebridge,40420.32,CAD
Jeffrey,Perry,jperry7j@zdnet.com,Panama,Male,Chame,Devpoint,77766.31,PAB
Wanda,Phillips,wphillips7k@t-online.de,Finland,Female,Rymättylä,Edgeify,25576.01,EUR
